"","id_client","id_vehicle","id_policy","id_year","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"72194","A00066092","V02","A00066092-V02","Year 0",0.5,"Maxi",1,1,"Yearly","No","Retired","29178","Yes",68,68,"F","M",49,45,11,1870,64,"Diesel","RENAULT","KANGOO",12,10,145,"Commercial",15261,1065
"72195","A00066093","V01","A00066093-V01","Year 0",0.5,"Maxi",10,2,"Monthly","No","WorkPrivate","29189","No",35,0,"F","",16,0,2,1124,60,"Gasoline","CITROEN","C2",8,6,158,"Tourism",11200,932
"72196","A00066094","V01","A00066094-V01","Year 0",0.5,"Maxi",15,1,"Yearly","No","WorkPrivate","60414","Yes",55,27,"M","F",36,9,4,1870,93,"Diesel","RENAULT","LAGUNA",5,4,182,"Tourism",23000,1350
"72197","A00066095","V01","A00066095-V01","Year 0",0.5,"Maxi",12,4,"Biannual","No","Retired","34148","Yes",74,23,"F","F",39,5,16,1237,55,"Gasoline","RENAULT","TWINGO",17,14,150,"Tourism",9529,790
"72198","A00066096","V01","A00066096-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","75107","No",43,0,"M","",25,0,5,1328,94,"Gasoline","SUZUKI","IGNIS",8,2,160,"Tourism",11290,955
"72199","A00066097","V01","A00066097-V01","Year 0",0.5,"Mini",4,4,"Monthly","No","WorkPrivate","66101","No",54,0,"M","",35,0,13,1868,70,"Diesel","CITROEN","BERLINGO",13,9,144,"Commercial",13096,1155
"72200","A00066098","V01","A00066098-V01","Year 0",0.57,"Maxi",26,4,"Monthly","No","WorkPrivate","57733","Yes",59,26,"M","M",40,8,10,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"72201","A00066098","V02","A00066098-V02","Year 0",0.68,"Median2",5,1,"Monthly","No","WorkPrivate","57733","No",26,0,"M","",8,0,9,1997,109,"Diesel","PEUGEOT","307",10,7,193,"Tourism",20800,1243
"72202","A00066099","V01","A00066099-V01","Year 0",0.5,"Median1",3,3,"Yearly","No","WorkPrivate","94068","No",57,0,"M","",38,0,20,1870,66,"Diesel","RENAULT","CLIO",21,15,161,"Tourism",12120,905
"72203","A00066100","V01","A00066100-V01","Year 0",0.5,"Maxi",3,3,"Yearly","No","Retired","83118","Yes",71,67,"M","F",51,42,4,1560,109,"Diesel","PEUGEOT","307",7,6,192,"Tourism",19750,1512
"72204","A00066101","V01","A00066101-V01","Year 0",0.5,"Mini",9,1,"Biannual","No","Retired","44057","No",63,0,"M","",42,0,17,1794,94,"Gasoline","RENAULT","LAGUNA",18,16,180,"Tourism",15550,1225
"72205","A00066101","V02","A00066101-V02","Year 0",0.5,"Median1",5,1,"Biannual","No","Retired","44057","No",63,0,"M","",42,0,19,2165,111,"Gasoline","RENAULT","ESPACE",20,16,175,"Tourism",24469,1320
"72206","A00066102","V01","A00066102-V01","Year 0",0.85,"Median2",6,2,"Monthly","No","WorkPrivate","21045","No",30,0,"M","",11,0,14,1242,60,"Gasoline","FIAT","PUNTO",18,16,160,"Tourism",9468,870
"72207","A00066103","V01","A00066103-V01","Year 0",0.5,"Mini",13,4,"Biannual","No","WorkPrivate","39104","No",49,0,"M","",31,0,35,602,30,"Gasoline","CITROEN","MEHARI",43,24,100,"Commercial",7227,955
"72208","A00066104","V01","A00066104-V01","Year 0",0.5,"Median2",6,6,"Biannual","No","WorkPrivate","57480","No",51,0,"M","",30,0,6,1124,60,"Gasoline","CITROEN","C2",8,3,158,"Tourism",11350,932
"72209","A00066105","V01","A00066105-V01","Year 0",0.5,"Median2",29,1,"Monthly","Yes","Retired","10387","Yes",59,55,"F","M",40,36,8,1596,101,"Gasoline","FORD","FIESTA",9,8,183,"Tourism",12700,1033
"72210","A00066106","V01","A00066106-V01","Year 0",0.5,"Maxi",15,2,"Monthly","No","WorkPrivate","59648","Yes",42,51,"M","F",23,32,2,1398,68,"Diesel","CITROEN","C2",8,5,166,"Tourism",13300,996
"72211","A00066107","V01","A00066107-V01","Year 0",0.5,"Mini",27,4,"Monthly","No","WorkPrivate","67449","No",53,0,"F","",28,0,12,1870,64,"Diesel","RENAULT","CLIO",13,11,161,"Tourism",11876,985
"72212","A00066108","V01","A00066108-V01","Year 0",0.5,"Median1",6,2,"Monthly","No","WorkPrivate","62563","Yes",51,49,"F","M",31,31,17,2068,89,"Diesel","RENAULT","ESPACE",19,15,160,"Tourism",29194,1350
"72213","A00066108","V02","A00066108-V02","Year 0",0.5,"Maxi",3,1,"Monthly","No","WorkPrivate","62563","No",49,0,"M","",31,0,5,1995,150,"Diesel","RENAULT","ESPACE",5,2,194,"Tourism",38550,1825
"72214","A00066109","V01","A00066109-V01","Year 0",0.5,"Maxi",19,6,"Monthly","No","WorkPrivate","94052","Yes",38,36,"M","F",19,9,9,1998,140,"Gasoline","CHRYSLER","PT CRUISER",11,11,183,"Tourism",19651,1400
"72215","A00066110","V01","A00066110-V01","Year 0",0.62,"Maxi",1,1,"Biannual","No","WorkPrivate","93029","Yes",58,58,"F","M",26,25,4,1461,106,"Diesel","RENAULT","SCENIC",5,3,178,"Tourism",22600,1365
"72216","A00066111","V01","A00066111-V01","Year 0",0.5,"Median2",9,1,"Yearly","Yes","WorkPrivate","78498","No",48,0,"M","",30,0,12,1527,58,"Diesel","CITROEN","SAXO",15,11,158,"Commercial",10388,890
"72217","A00066112","V01","A00066112-V01","Year 0",0.5,"Maxi",26,1,"Monthly","No","WorkPrivate","84108","No",56,0,"F","",37,0,3,1991,140,"Diesel","MERCEDES BENZ","B200",5,1,200,"Tourism",32350,1360
"72218","A00066113","V01","A00066113-V01","Year 0",0.5,"Maxi",5,1,"Yearly","No","WorkPrivate","06069","No",42,0,"F","",23,0,42,479,15,"Gasoline","FIAT","500",52,50,95,"Tourism",648,500
"72219","A00066114","V01","A00066114-V01","Year 0",0.5,"Maxi",27,1,"Yearly","Yes","WorkPrivate","59183","No",58,0,"F","",32,0,1,1360,75,"Gasoline","PEUGEOT","207",2,1,167,"Tourism",13400,1139
"72220","A00066115","V01","A00066115-V01","Year 0",0.5,"Mini",10,1,"Monthly","Yes","WorkPrivate","63099","No",49,0,"F","",24,0,25,1360,60,"Gasoline","PEUGEOT","205",28,24,155,"Tourism",9651,801
"72221","A00066116","V01","A00066116-V01","Year 0",0.5,"Median1",3,1,"Yearly","Yes","Retired","31184","No",63,0,"F","",40,0,26,1769,60,"Diesel","PEUGEOT","205",28,18,155,"Tourism",11564,850
"72222","A00066117","V01","A00066117-V01","Year 0",0.72,"Maxi",4,4,"Yearly","No","WorkPrivate","59466","No",25,0,"M","",7,0,6,1360,75,"Gasoline","CITROEN","C2",8,6,169,"Tourism",11600,991
"72223","A00066118","V01","A00066118-V01","Year 0",0.8,"Median1",7,1,"Monthly","No","WorkPrivate","44041","No",26,0,"M","",8,0,14,1598,75,"Gasoline","RENAULT","MEGANE",16,14,175,"Tourism",14788,1055
"72224","A00066119","V01","A00066119-V01","Year 0",0.5,"Maxi",5,3,"Monthly","No","WorkPrivate","73018","Yes",49,52,"F","M",30,33,3,1686,101,"Diesel","OPEL","MERIVA",8,2,178,"Tourism",18120,1380
"72225","A00066120","V01","A00066120-V01","Year 0",0.5,"Mini",14,2,"Biannual","No","Retired","47238","No",65,0,"F","",40,0,14,1527,58,"Diesel","PEUGEOT","106",15,13,158,"Tourism",11221,895
"72226","A00066121","V01","A00066121-V01","Year 0",0.5,"Maxi",8,3,"Biannual","No","WorkPrivate","22372","Yes",56,26,"M","F",38,8,3,1364,90,"Diesel","TOYOTA","YARIS",6,4,175,"Tourism",15100,1055
"72227","A00066122","V01","A00066122-V01","Year 0",0.5,"Maxi",12,2,"Biannual","No","WorkPrivate","06004","Yes",49,47,"M","F",31,8,2,1995,116,"Diesel","BMW","116",2,1,200,"Tourism",30700,1295
"72228","A00066123","V01","A00066123-V01","Year 0",0.76,"Median2",5,1,"Monthly","No","WorkPrivate","37054","No",31,0,"M","",12,0,9,1461,56,"Diesel","RENAULT","CLIO",10,7,155,"Commercial",12319,950
"72229","A00066124","V01","A00066124-V01","Year 0",0.5,"Maxi",11,2,"Yearly","No","WorkPrivate","31555","No",55,0,"F","",33,0,11,1390,75,"Gasoline","RENAULT","CLIO",13,11,170,"Tourism",11419,950
"72230","A00066125","V01","A00066125-V01","Year 0",0.5,"Maxi",27,6,"Biannual","No","Retired","22113","No",76,0,"F","",50,0,10,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"72231","A00066126","V01","A00066126-V01","Year 0",0.5,"Maxi",14,14,"Yearly","No","Retired","78397","No",84,0,"M","",41,0,22,1392,81,"Gasoline","NISSAN","SUNNY",22,20,165,"Tourism",11983,950
"72232","A00066127","V01","A00066127-V01","Year 0",0.5,"Maxi",18,1,"Biannual","No","WorkPrivate","14118","No",43,0,"M","",23,0,2,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"72233","A00066128","V01","A00066128-V01","Year 0",0.5,"Mini",26,1,"Biannual","No","WorkPrivate","92004","No",51,0,"M","",29,0,32,1093,51,"Gasoline","VOLKSWAGEN","GOLF",37,32,140,"Tourism",4271,775
"72234","A00066128","V02","A00066128-V02","Year 0",0.5,"Median1",15,2,"Biannual","No","WorkPrivate","92004","No",51,0,"M","",29,0,21,1796,136,"Gasoline","BMW","318 I",22,21,202,"Tourism",19346,1125
"72235","A00066128","V03","A00066128-V03","Year 0",0.5,"Mini",8,2,"Biannual","No","WorkPrivate","92004","No",51,0,"M","",29,0,26,1781,90,"Gasoline","VOLKSWAGEN","GOLF",26,21,178,"Tourism",13206,880
"72236","A00066128","V04","A00066128-V04","Year 0",0.5,"Median1",5,1,"Biannual","No","WorkPrivate","92004","No",51,0,"M","",29,0,20,1991,150,"Gasoline","BMW","520 I",21,20,203,"Tourism",26298,1425
"72237","A00066128","V05","A00066128-V05","Year 0",0.5,"Mini",2,2,"Biannual","No","WorkPrivate","92004","No",51,0,"M","",29,0,22,1372,73,"Gasoline","FIAT","TIPO",23,19,161,"Tourism",10588,990
"72238","A00066129","V01","A00066129-V01","Year 0",0.58,"Median2",5,5,"Yearly","No","WorkPrivate","74099","Yes",58,27,"M","F",40,9,15,1389,60,"Gasoline","OPEL","CORSA",18,16,145,"Tourism",10962,885
"72239","A00066130","V01","A00066130-V01","Year 0",0.5,"Maxi",8,1,"Biannual","No","WorkPrivate","79086","No",54,0,"F","",34,0,1,1398,68,"Diesel","PEUGEOT","207",2,1,166,"Tourism",16700,1178
"72240","A00066131","V01","A00066131-V01","Year 0",0.5,"Maxi",3,3,"Monthly","No","WorkPrivate","59378","Yes",48,49,"F","M",29,30,5,1995,164,"Diesel","BMW","320",6,4,220,"Tourism",39700,1505
"72241","A00066132","V01","A00066132-V01","Year 0",0.5,"Maxi",6,5,"Biannual","No","WorkPrivate","29277","No",55,0,"M","",36,0,9,1997,94,"Diesel","CITROEN","JUMPY",11,4,160,"Commercial",22186,0
"72242","A00066133","V01","A00066133-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","28074","Yes",39,41,"F","M",18,23,7,1995,150,"Diesel","BMW","320",9,9,208,"Tourism",34100,1525
"72243","A00066134","V01","A00066134-V01","Year 0",0.5,"Median2",9,9,"Yearly","No","WorkPrivate","35094","No",55,0,"F","",36,0,16,1360,53,"Diesel","CITROEN","AX",23,16,155,"Commercial",10053,1075
"72244","A00066134","V02","A00066134-V02","Year 0",0.5,"Maxi",6,5,"Yearly","No","WorkPrivate","35094","No",55,0,"F","",36,0,14,1896,64,"Diesel","VOLKSWAGEN","POLO",15,13,158,"Tourism",13934,960
"72245","A00066135","V01","A00066135-V01","Year 0",0.9,"Maxi",2,2,"Monthly","No","WorkPrivate","78646","Yes",35,41,"F","M",9,20,2,1870,131,"Diesel","RENAULT","SCENIC",2,2,195,"Tourism",28900,1540
"72246","A00066136","V01","A00066136-V01","Year 0",0.5,"Maxi",8,2,"Biannual","No","WorkPrivate","33449","Yes",35,34,"M","F",17,15,2,998,68,"Gasoline","TOYOTA","AYGO",6,4,157,"Tourism",10150,790
"72247","A00066137","V01","A00066137-V01","Year 0",0.5,"Maxi",4,1,"Monthly","No","WorkPrivate","2A004","No",40,0,"F","",20,0,1,1461,86,"Diesel","RENAULT","KANGOO",4,1,159,"Tourism",20600,1389
"72248","A00066138","V01","A00066138-V01","Year 0",0.76,"Maxi",1,1,"Monthly","Yes","WorkPrivate","90010","No",47,0,"F","",13,0,4,1108,55,"Gasoline","FIAT","PANDA",5,4,150,"Tourism",9200,840
"72249","A00066139","V01","A00066139-V01","Year 0",0.5,"Median2",1,1,"Yearly","No","Retired","64065","Yes",57,80,"F","M",35,48,4,1339,116,"Hybrid","HONDA","CIVIC",5,1,185,"Tourism",25350,1293
"72250","A00066140","V01","A00066140-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","21171","Yes",53,41,"F","M",34,23,9,973,59,"Gasoline","OPEL","AGILA",10,8,142,"Tourism",8555,940
"72251","A00066141","V01","A00066141-V01","Year 0",0.56,"Mini",5,2,"Monthly","No","WorkPrivate","21231","No",52,0,"M","",31,0,17,954,51,"Gasoline","CITROEN","AX",19,18,149,"Tourism",8004,1140
"72252","A00066142","V01","A00066142-V01","Year 0",0.5,"Median1",3,1,"Monthly","No","WorkPrivate","40310","No",56,0,"M","",36,0,12,1896,111,"Diesel","VOLKSWAGEN","GOLF",13,11,193,"Tourism",22898,1260
"72253","A00066143","V01","A00066143-V01","Year 0",0.5,"Maxi",11,4,"Biannual","No","WorkPrivate","44109","No",54,0,"F","",33,0,6,1149,59,"Gasoline","RENAULT","TWINGO",11,5,151,"Tourism",10138,823
"72254","A00066144","V01","A00066144-V01","Year 0",0.76,"Median2",11,1,"Monthly","No","WorkPrivate","06161","No",30,0,"M","",11,0,8,1997,109,"Diesel","PEUGEOT","307",10,8,193,"Tourism",23200,1243
"72255","A00066145","V01","A00066145-V01","Year 0",0.55,"Maxi",6,3,"Biannual","No","WorkPrivate","18197","Yes",56,63,"M","M",32,45,8,1399,68,"Diesel","FORD","FUSION",9,1,158,"Commercial",14640,1080
"72256","A00066146","V01","A00066146-V01","Year 0",0.5,"Median1",4,4,"Yearly","No","Professional","93029","No",46,0,"M","",28,0,15,2068,64,"Diesel","RENAULT","TRAFIC",17,13,118,"Commercial",16566,0
"72257","A00066147","V01","A00066147-V01","Year 0",0.5,"Median2",22,11,"Yearly","No","Retired","13004","No",86,0,"M","",44,0,22,1390,81,"Gasoline","RENAULT","R19",23,19,173,"Tourism",12067,940
"72258","A00066148","V01","A00066148-V01","Year 0",0.72,"Maxi",7,1,"Biannual","No","WorkPrivate","14758","Yes",34,35,"F","M",15,15,2,1461,106,"Diesel","RENAULT","SCENIC",2,1,180,"Tourism",25800,1430
"72259","A00066148","V02","A00066148-V02","Year 0",0.54,"Maxi",2,2,"Biannual","No","WorkPrivate","14758","Yes",34,35,"F","M",15,15,2,1124,60,"Gasoline","CITROEN","C3",7,6,157,"Tourism",13350,978
"72260","A00066149","V01","A00066149-V01","Year 0",0.5,"Mini",6,2,"Yearly","No","WorkPrivate","22187","No",41,0,"F","",17,0,17,1699,68,"Diesel","OPEL","ASTRA",17,13,164,"Tourism",13645,1070
"72261","A00066149","V02","A00066149-V02","Year 0",0.5,"Mini",1,1,"Yearly","No","WorkPrivate","22187","No",41,0,"F","",17,0,42,845,34,"Gasoline","RENAULT","R6",43,32,120,"Tourism",3568,785
"72262","A00066150","V01","A00066150-V01","Year 0",0.5,"Mini",9,1,"Biannual","No","WorkPrivate","07345","Yes",37,38,"M","F",17,20,17,1389,82,"Gasoline","OPEL","ASTRA",19,15,175,"Tourism",15337,960
"72263","A00066151","V01","A00066151-V01","Year 0",0.5,"Maxi",2,1,"Monthly","Yes","WorkPrivate","25056","No",45,0,"F","",24,0,10,1587,109,"Gasoline","PEUGEOT","307",10,7,190,"Tourism",16300,1176
"72264","A00066152","V01","A00066152-V01","Year 0",0.6,"Maxi",6,6,"Yearly","No","WorkPrivate","62111","Yes",31,29,"M","F",13,11,10,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"72265","A00066153","V01","A00066153-V01","Year 0",0.6,"Median2",8,1,"Yearly","No","WorkPrivate","38151","No",37,0,"M","",17,0,9,1870,101,"Diesel","RENAULT","LAGUNA",10,7,185,"Tourism",23300,1315
"72266","A00066154","V01","A00066154-V01","Year 0",0.85,"Mini",1,1,"Monthly","No","WorkPrivate","94078","No",24,0,"M","",3,0,18,1360,51,"Diesel","PEUGEOT","106",19,17,140,"Commercial",10559,760
"72267","A00066155","V01","A00066155-V01","Year 0",0.5,"Median2",1,1,"Monthly","No","WorkPrivate","49296","Yes",53,50,"M","F",33,31,17,1799,123,"Gasoline","MERCEDES BENZ","C180",18,12,193,"Tourism",26542,1185
"72268","A00066156","V01","A00066156-V01","Year 0",0.5,"Median2",1,1,"Monthly","No","WorkPrivate","36159","Yes",37,37,"M","F",18,13,28,602,29,"Gasoline","CITROEN","2CV 6",41,30,115,"Tourism",3299,560
"72269","A00066157","V01","A00066157-V01","Year 0",0.5,"Maxi",4,2,"Monthly","No","WorkPrivate","91200","No",53,0,"M","",35,0,2,1248,75,"Diesel","SUZUKI","SWIFT",3,1,168,"Tourism",15190,1045
"72270","A00066158","V01","A00066158-V01","Year 0",0.64,"Mini",8,2,"Monthly","No","WorkPrivate","17415","No",28,0,"F","",8,0,22,1108,48,"Gasoline","RENAULT","SUPERCINQ",27,16,143,"Tourism",7890,715
"72271","A00066159","V01","A00066159-V01","Year 0",0.5,"Maxi",12,6,"Biannual","No","WorkPrivate","28085","No",64,0,"F","",32,0,6,1299,70,"Gasoline","FORD","FIESTA",9,5,161,"Tourism",11540,1030
"72272","A00066160","V01","A00066160-V01","Year 0",0.5,"Maxi",13,1,"Monthly","No","WorkPrivate","49007","No",43,0,"M","",24,0,2,1995,173,"Diesel","RENAULT","ESPACE",5,1,204,"Tourism",51450,1830
"72273","A00066161","V01","A00066161-V01","Year 0",0.5,"Maxi",12,1,"Yearly","No","Professional","64335","No",46,0,"M","",28,0,1,2993,236,"Diesel","BMW","X5",2,1,210,"Tourism",59900,2075
"72274","A00066162","V01","A00066162-V01","Year 0",0.5,"Maxi",7,4,"Biannual","No","Professional","22258","No",43,0,"M","",23,0,8,1997,85,"Diesel","CITROEN","JUMPER",9,7,136,"Commercial",22006,0
"72275","A00066163","V01","A00066163-V01","Year 0",0.5,"Median1",1,1,"Monthly","No","WorkPrivate","13213","No",48,0,"M","",30,0,8,1870,105,"Diesel","RENAULT","MEGANE",11,8,185,"Tourism",17500,1130
"72276","A00066164","V01","A00066164-V01","Year 0",0.5,"Maxi",18,3,"Biannual","No","WorkPrivate","81060","No",39,0,"F","",20,0,9,1896,101,"Diesel","VOLKSWAGEN","GOLF",11,7,188,"Tourism",19800,1260
"72277","A00066165","V01","A00066165-V01","Year 0",0.5,"Median2",8,1,"Monthly","No","WorkPrivate","16232","Yes",43,22,"F","F",23,1,13,1124,60,"Gasoline","CITROEN","BERLINGO",15,9,134,"Commercial",11380,1050
"72278","A00066166","V01","A00066166-V01","Year 0",0.5,"Median2",7,3,"Monthly","No","Retired","11069","Yes",69,68,"M","F",48,38,14,1489,89,"Gasoline","MAZDA","323",16,15,175,"Tourism",15078,1115
"72279","A00066167","V01","A00066167-V01","Year 0",0.5,"Maxi",13,2,"Biannual","No","Professional","71221","Yes",62,25,"F","M",44,6,5,1461,106,"Diesel","RENAULT","CLIO",6,5,190,"Tourism",17550,1200
"72280","A00066168","V01","A00066168-V01","Year 0",0.57,"Maxi",4,2,"Yearly","No","WorkPrivate","91235","No",40,0,"F","",11,0,4,1560,109,"Diesel","PEUGEOT","307",7,6,192,"Tourism",19750,1512
"72281","A00066169","V01","A00066169-V01","Year 0",0.5,"Median1",21,5,"Yearly","No","WorkPrivate","79052","No",43,0,"F","",24,0,13,1598,90,"Gasoline","RENAULT","SCENIC",15,11,170,"Tourism",16983,1075
"72282","A00066170","V01","A00066170-V01","Year 0",0.5,"Maxi",14,1,"Monthly","No","Professional","76103","Yes",51,20,"F","M",32,111,8,1587,109,"Gasoline","PEUGEOT","206",8,5,194,"Tourism",16300,1073
"72283","A00066171","V01","A00066171-V01","Year 0",0.5,"Median2",5,1,"Yearly","No","WorkPrivate","54109","No",49,0,"M","",31,0,11,2982,125,"Diesel","TOYOTA","LAND CRUISER",13,11,160,"Tourism",31542,1720
"72284","A00066172","V01","A00066172-V01","Year 0",0.57,"Median1",1,1,"Yearly","No","WorkPrivate","89438","Yes",34,35,"M","F",16,14,13,1149,55,"Gasoline","RENAULT","CLIO",15,14,155,"Tourism",11556,855
"72285","A00066173","V01","A00066173-V01","Year 0",0.5,"Mini",12,2,"Biannual","No","WorkPrivate","18141","Yes",47,51,"F","M",27,32,26,2445,73,"Diesel","UNIC","DAILY 35",27,22,117,"Commercial",23224,0
"72286","A00066174","V01","A00066174-V01","Year 0",0.5,"Maxi",3,3,"Monthly","No","WorkPrivate","78440","Yes",56,52,"M","F",35,33,6,1461,106,"Diesel","RENAULT","MEGANE",6,5,185,"Tourism",21000,1260
"72287","A00066175","V01","A00066175-V01","Year 0",0.5,"Median2",3,1,"Yearly","Yes","Retired","74281","No",68,0,"M","",45,0,10,1124,60,"Gasoline","PEUGEOT","206",11,9,158,"Tourism",10820,910
"72288","A00066176","V01","A00066176-V01","Year 0",0.5,"Median1",7,3,"Monthly","No","WorkPrivate","42300","No",49,0,"M","",15,0,17,1998,116,"Gasoline","OPEL","CALIBRA",21,17,205,"Tourism",21313,1170
"72289","A00066177","V01","A00066177-V01","Year 0",0.5,"Median2",14,1,"Yearly","No","WorkPrivate","44184","No",52,0,"M","",28,0,14,1242,60,"Gasoline","FIAT","PUNTO",18,16,160,"Tourism",9468,870
"72290","A00066178","V01","A00066178-V01","Year 0",0.5,"Median2",15,5,"Yearly","No","Retired","69127","No",62,0,"M","",43,0,10,1868,70,"Diesel","CITROEN","JUMPY",13,8,138,"Commercial",17342,0
"72291","A00066179","V01","A00066179-V01","Year 0",0.5,"Maxi",22,2,"Biannual","No","WorkPrivate","95257","Yes",57,58,"F","M",35,40,4,1560,109,"Diesel","PEUGEOT","307",7,6,192,"Tourism",22900,1512
"72292","A00066180","V01","A00066180-V01","Year 0",0.9,"Median2",2,2,"Monthly","No","WorkPrivate","76351","No",22,0,"F","",3,0,11,954,51,"Gasoline","PEUGEOT","106",15,13,150,"Tourism",9590,815
"72293","A00066181","V01","A00066181-V01","Year 0",0.5,"Maxi",26,1,"Monthly","No","WorkPrivate","14712","Yes",54,46,"M","F",33,23,1,1461,86,"Diesel","RENAULT","CLIO",4,1,174,"Tourism",18600,1205
"72294","A00066182","V01","A00066182-V01","Year 0",0.5,"Median1",5,1,"Yearly","No","WorkPrivate","69385","No",43,0,"M","",25,0,14,4164,170,"Diesel","TOYOTA","LAND CRUISER",16,13,170,"Tourism",47702,2320
"72295","A00066183","V01","A00066183-V01","Year 0",0.5,"Mini",25,6,"Monthly","No","WorkPrivate","64024","Yes",54,53,"M","F",36,31,11,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"72296","A00066184","V01","A00066184-V01","Year 0",0.5,"Maxi",19,4,"Monthly","No","WorkPrivate","56023","No",68,0,"F","",20,0,13,899,40,"Gasoline","FIAT","CINQUECENTO",19,12,140,"Tourism",6769,710
"72297","A00066185","V01","A00066185-V01","Year 0",0.64,"Mini",6,6,"Biannual","No","WorkPrivate","21035","No",33,0,"M","",9,0,18,954,45,"Gasoline","PEUGEOT","106",19,17,145,"Tourism",9818,850
"72298","A00066186","V01","A00066186-V01","Year 0",0.5,"Maxi",5,1,"Yearly","No","Retired","78158","Yes",79,76,"M","F",59,46,1,1560,90,"Diesel","CITROEN","C4",2,1,180,"Tourism",22350,1257
"72299","A00066187","V01","A00066187-V01","Year 0",0.5,"Median1",5,2,"Biannual","No","WorkPrivate","26281","Yes",38,36,"M","F",20,18,17,1870,66,"Diesel","RENAULT","CLIO",21,15,161,"Tourism",12120,905
"72300","A00066188","V01","A00066188-V01","Year 0",0.95,"Maxi",2,1,"Biannual","No","WorkPrivate","75120","Yes",58,27,"M","M",24,9,1,1248,96,"Diesel","ALFA ROMEO","MITO",2,1,180,"Tourism",20700,1150
"72301","A00066189","V01","A00066189-V01","Year 0",0.5,"Median1",9,2,"Monthly","No","WorkPrivate","13014","No",40,0,"M","",20,0,10,2476,100,"Diesel","HYUNDAI","SATELLITE",11,9,148,"Tourism",24590,1922
"72302","A00066190","V01","A00066190-V01","Year 0",0.5,"Mini",18,2,"Yearly","No","WorkPrivate","56242","No",61,0,"M","",42,0,25,2165,131,"Gasoline","PEUGEOT","505",28,22,185,"Tourism",17746,1235
"72303","A00066190","V02","A00066190-V02","Year 0",0.5,"Maxi",14,1,"Yearly","No","WorkPrivate","56242","No",61,0,"M","",42,0,9,1997,90,"Diesel","PEUGEOT","PARTNER",10,9,163,"Tourism",16790,1110
"72304","A00066191","V01","A00066191-V01","Year 0",0.5,"Maxi",14,1,"Biannual","No","Retired","33065","No",61,0,"M","",43,0,1,1461,86,"Diesel","RENAULT","KANGOO",4,1,159,"Tourism",19900,1389
"72305","A00066192","V01","A00066192-V01","Year 0",0.5,"Maxi",15,5,"Yearly","No","Retired","07102","Yes",84,86,"F","M",59,56,5,1298,87,"Gasoline","TOYOTA","YARIS",6,2,170,"Tourism",13100,1010
"72306","A00066192","V02","A00066192-V02","Year 0",0.5,"Maxi",15,3,"Yearly","No","Retired","07102","No",86,0,"M","",56,0,3,1242,86,"Gasoline","SUZUKI","SPLASH",3,1,175,"Tourism",11990,990
"72307","A00066193","V01","A00066193-V01","Year 0",0.5,"Maxi",4,2,"Monthly","No","WorkPrivate","44142","Yes",45,46,"F","M",27,26,6,1998,125,"Diesel","FORD","TRANSIT",9,5,159,"Tourism",26230,2880
"72308","A00066193","V02","A00066193-V02","Year 0",0.5,"Median1",2,2,"Monthly","No","WorkPrivate","44142","Yes",45,46,"F","M",27,26,10,1868,70,"Diesel","PEUGEOT","206",13,11,161,"Commercial",12024,1010
"72309","A00066194","V01","A00066194-V01","Year 0",0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","37084","No",39,0,"F","",16,0,2,1422,81,"Diesel","VOLKSWAGEN","POLO",4,2,174,"Tourism",15360,1089
"72310","A00066195","V01","A00066195-V01","Year 0",0.5,"Mini",6,1,"Monthly","No","WorkPrivate","40237","No",45,0,"M","",27,0,25,1108,32,"Gasoline","RENAULT","R4 F6",29,26,110,"Commercial",6324,1220
"72311","A00066196","V01","A00066196-V01","Year 0",0.5,"Maxi",7,2,"Biannual","No","Retired","07322","Yes",74,69,"M","F",55,37,2,1910,150,"Diesel","ALFA ROMEO","ALFA 159",5,1,210,"Tourism",31700,1585
"72312","A00066197","V01","A00066197-V01","Year 0",0.5,"Maxi",21,1,"Yearly","Yes","Retired","59220","No",75,0,"M","",52,0,6,1398,97,"Gasoline","TOYOTA","COROLLA",9,4,185,"Tourism",16400,1125
"72313","A00066198","V01","A00066198-V01","Year 0",0.5,"Maxi",13,1,"Yearly","No","WorkPrivate","73064","No",39,0,"M","",20,0,5,1991,140,"Diesel","KIA","SPORTAGE",5,2,178,"Tourism",24190,1631
